,Utterance,Response
663876,when it's hotter in california than arizona 🔥🔥,it was raining when i left this morning and here its hot already 😂
664990,"nyc ppl: come thru tonight, many pinz 4 u",save me some plz 🔥🙏🏻🔥
665848,i need to catch up on supergirl.,holy crap luke cage is on netflix tomorrow 🔥🔥🔥
665914,best purchase i've ever made. my jean jacket is about to look 🔥,and it came from hawaii like 😍
666392,slayin for a straight year omg🔥🔥🔥,daaammnn she pulled you right back micch lol!😍😍😍
667926,i just paid $5 for more minutes on my prepaid phone hmu on that no txts!🔥🔥,just got that fire trac phone on deck ! 😩🔥👌🏽
668680,oooo trac phone is lit🔥🔥🔥 metro pcs tho😩🙀👌🏼,don't hmu on my singular phone until friday..mom didn't give me allowance this week that freaking witch!!
670080,vault squad working on those 10.0 vaults today! 🙌,🔥🔥🔥🔥🔥 wowwwwwwww. huge improvements from last season.
670344,fuck yeah killing it 👌👌👌🔥🔥,tyy i remember the first time i tried it was hard to make it look natural but im gettin on the right track!!
671194,in italy on a fucking diet 😭,i love it when u talk dirty 🔥😜
672532,about last night at the launch of the swirl launch.,wooo check out those !! 🔥💯
672882,no yeah that's a must! do it do it do it. matty is so damn 😍😍😍👌🏼🔥,omg i know right!! 😍😍
673018,🔥🚨 lies🚨🔥 just another of the 🇺🇸,"bush signed nafta, fact."
673140,totem 2.0 t shirt,🔥🔥🔥 fire flames
675182,"new: &amp; double pump it hard in ""the trainer"" …",athletic 😱❤️🔞🔥
675774,and garnett already has a new signature sneaker too...,sooo gettin these kg7s🔥🔥
676040,had some grits this morning 🔥,i need to try. i've heard good things
677174,working on maybe the dopest sounding track i've made with a good friend that i've never met. her singing is 🔥,i hope you like hip hop/r&amp;b tho
677976,"not only i got accuracy, but i can also straight up make you look like and 🏈🔥",for who jr catz
678688,should go short again or leave my hair as it is??,amber rose short🔥
679036,would you collab with azealia banks for a 🔥🔥 harlem record ??,she loves him
679096,see you tonight!! - - catching killers and taking names! thursdays 8pm/7c on fox! 🔥🔥🔥,"yes, u will and i won't be late.😍😍"
680348,lol that's the love of the music,i can definitely relate 😂🔥
680962,friday: party sunday: monday: then i'm done until january.,&lt;&lt; 🔥🔥🔥
681430,i can buy you the canvas or whatever else u need 😋,choose ur canvas and the colors if you'd like and i'll whip something up 🔥🔥
681696,i've been feeling like this for years,with the time the picture gets bigger 🔥
682278,victoria secrets done dropped the full dick appointment set. 😭🔥,i can't find this set in the color
682892,he said the wasnt in porn anymore i wanna know who she is,it would have to be jewel de'nyle... their scenes from heavy metal 1 &amp; ass worship 1 were 🔥🔥🔥💣💣💣💥💥💥💥
683268,the weeknd - starboy ft. daft punk ok this is 🔥🔥🔥,agreed. it's been my jam lately 🎧
684542,"king, the new hip hop bop. track 🔥🔥🔥",already on my playlist.😎👊
684648,reminder that one of my mixes was made a featured mix this week on transit.fm (nyc). 🐰💖🔥🌴✌️️,givin nyc good music &lt;3
685406,lol i bet ny sushi is 🔥,🔥🔥 man i had some deep fried california rool with spicy stuff on top 👌🏼
685474,aye fam where you cop them shoes 👀👀👀,i got them @ nice kicks on haight and ashbury 🔥👌🏽
685496,🔥 🆙 are game ready. 🏈,let's go tennessee!!!!
687254,solid off free tc is 🔥i was hoping he performed when i seen him new year's eve but he didn't.,damn. surprised. that and horses in the stable are the best tracks
687928,ahhhhhh first rave i even been to shit is about to get crazy 🔥🔥,this lineup dope homie! enjoy
689236,send me beats 🔥🔥 fire shit only !!!! 👉🏽👉🏽👉🏽 bookingscooley10.com,ii got some beats
689634,my squaaa🔥 i miss you all so much ❤️❤️❤️😪,miss you guys!! ❤️
689910,well i'm saying it's gonna be lit tomorrow fam,it's going to be too lit 🔥🤘🏻
690866,so excited. gotta do some writing while my brain is 🔥🏋🏾👌🏽,being creative fuels creativity!!
692050,"i'm a the fame and fame monster stan. if she performs any of those classics, ima go awf! idc idc idc",money honey 🙌🏾🔥
694250,i can officially say you put me on to that song 😂👏🏽🔥🔥🔥🔥,my soundcloud got all the music 👌🏾
694994,that song was super hard ! 🔥🔥,deadass that whole album on soundcloud is crack 👌🏾🔥🔥🔥
695234,mexico 🇲🇽 will pay for the great wall of trump or donald j. trump will threaten them with nukes 🔥,"good god, dude! take your meds!"
697040,my all time favorite iphone design. will keep this forever as my backup phone. 🔥,i still have my white iphone 4 in drawer... so beautiful. 😢
697194,stop obama now! contact your congressional leader. flooding our nation with refugees we cannot screen or handle 🔥🇺🇸,with the refugees come sharia law!!!
697438,trust was broken and relationships were tested. go inside last night’s episode of .,"some phenomenal acting by 🌞 and i like the direct, honest dialogue..the painful truth🔥"
697658,"i forgot how good gogurts are, this shit smacks 😋🔥","i have both vanilla and strawberry flavored gogurts in my freezer rn, come over and let's have some together 😁"
697916,so is 🔥. but every look has giant windows/hardwood floors. show me looks w/ shitty tan apartment carpeting &amp; sliding glass doors,oh wow. i’m going to look at this for my space tho. thanks!
698704,🔥👀🔥👀🔥👀🔥👀 looks at those eyes! 🔥👀🔥👀🔥👀🔥👀 there is seriously something wrong with 🇺🇸,just weird!
701134,lol they play on abc twice so you only gotta worry about the other 80 games,lmao imma catch 2 games a season 🔥🔥
702202,so glad i met this crazy bitch one year ago 🔥😛😛,glad i met you too girl 💖
702276,&gt;when you're hyped up on caffeine and the re-writes you're doing are straight 🔥🔥🔥,i got through like 20 pages tonight. got like 50 left. kind of glad i still haven't gotten funding yet since these re-writes are much better
703298,hot twitcon ma 🔥,thanks baby😘😘
704370,✨ 🍒 🍒 ✨ 🔥🔥 💦💦⚜⚜,definitely a world class babe!!!!
704858,top 10 rep this week next week its not a game my nigga z top scorer in…,👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽💯💪🏽🔥
705194,he is a pass rushing legend! i miss seeing you use the cross chop!,🔥🔥🔥 off the edge hope you are well osi ya man in nyc.
706048,✨ i ❤ ✨ 🔥🔥 💦💦⚜⚜,"nice stacked, perfect to be model for busty magazine"
706790,wow. t.i. is extremely real for this video..,def posting the entire vid in next blog update on: 👍🎧🔥
707674,"yo fuck this siren in north wp, always waking me up 😪 someone come thru for a pap though 🔥",omg literally samee i heard the siren 😂😂
709122,the cast of at the la premiere event! 🔥,man looked happy to be there 😆
709482,find you a man who thinks your makeup game is 🔥🔥😇❤️,"lol! aww, he's your fan"
710458,"yeah, i know! totally makes sense to me. 🙅🏻🔥✈️",whoops missed the 15 previous replies on this 😂
710958,listen to falling industry by lordluminous on 🔈🔥✊🏿🔥💯🎤✊🏿✊🏿✊🏿🔈,send the blondes to do the job? hahahahaha! fruit loopz! hahahahahah! fox network worthy! u kno who runz their sho!
711160,"so, my tube of acne cream looks exactly like my tube of eye-wrinkle cream. 🔥",i'm pretty sure that when we were teenagers it was heavily implied we wouldn't need both of those things at the same time.
713260,ad agencies and silicon valley heading for a monoculture cul de sac -ping pong tables optional.,sick burn 🔥
715086,happy birthday daph i love you !!! have a lit ass day 😛🍁🌚🔥,aww thanks boo. 😛💘
715852,warren? she was 🔥🔥🔥🔥🔥🔥🔥,yes. that was a sight to behold
716520,"all the beef between yaya toure and man city...tbh id take him at united. rooney, pogba and toure in the middle! 🔥🔥 ⚽️❤️",that sounds like the laziest midfield i've ever heard
716932,lol no doubt..but i kno it's gonna be 🔥🔥🔥 get did his thing on the lost flash drive mixtape,"yes he killed everybody on that, of course lol"
718606,🔥🚨hillary's failure🚨🔥 trying to respect the enemy? sounds like leading from behind to me. sad 🇺🇸,practice what you preach. show some respect for instead of lying about him.
719046,"congrats &amp; on launching midnight, a new product design studio!",whoa! congrats &amp; ! epic post!!! i'm fired up just reading it!!! 🔥🔥 hugs!
721684,listening to album 🔥🔥🔥,new tune star
721766,listening to album 🔥🔥🔥,brand new tune
721798,listening to album 🔥🔥🔥,brand new tune
722030,starting now on : into the madlands w/ and |,"wild dark set again does not disappoint, brilliance, 36 chambers of deep 🔥🔥🔥🔥🔥"
722338,"welcome to the , !","judging by his instagram, me and him are gonna get along quite well 👞👟🔥🔥"
723196,i get to shadow surgeons in spain,what?! how exciting!! congrats🔥🎉❤️
723254,this is getting interesting 🔥,game would body meek guns or no guns
723260,"$13! sorry, i'll update the image with that info!",only 13 dollars!? amazing. can't wait to snag one. 🔥💀
723350,only 13 dollars!? amazing. can't wait to snag one. 🔥💀,and don't apologize 😆 you're killing it this season
726258,that's some real nerd shit. i don't care. i fux w jean grey.,"she dead in the comix now. rip jean grey, the original fire chicken. 😢🔥🐥🔥⚰️"
726408,pest control.... 🔥💯,where can i hear this joint?
726516,uipicker + the taptic engine in iphone 7 is 🔥😍🔥,"try 3d touch actions! settings is amazing, want to scroll my finger up and down it all day."
726600,'that's on p1ru. yeah i put the p on the hat. you'll get hit with the eagle roll a philly to that !!' 🔥🔥🔥🔥🔥,the game is the mannn bro. don't care what yah say. 🙌🏽🙌🏽🙌🏽🙌🏽✊🏽✊🏽✊🏽💯
726772,🔥🚨no strength or stamina🚨🔥 👉👈 has become a real issue in this election. 🇺🇸,that picture!
726918,being able to play the piano or guitar would be so cool. i think it's time to learn 🤔,but being able to play both is 🔥🔥🔥🎵🎶🎸🎹
727034,birds in the trap sing mcknight by travi$ scott ♫,give this a listen. 🔥
727982,"hey guys, in case you've missed it, we're doing a follow and dm spree right now on the band acc !! stay active with us!🔥👊🏼",thank you gabe ✌🏽️
728692,last year was 🔥,yes it was!
728838,that's the one i'm always told i have to go back and fully listen to. i've heard tracks though and 🔥is accurate.,saw him live 3 years ago and he run thru his entire catalogue backwards. this was me
728872,that's the one i'm always told i have to go back and fully listen to. i've heard tracks though and 🔥is accurate.,saw him live 3 years ago and he ran thru his entire catalogue backwards. this was me
729878,glad i'm not the only one who bumps this 😈🔥,as soon as i saw it on your snap i needed to kno the name of the song it's the 💣
730250,might stop where snapbacks &amp; move on to baseball caps,cool that's what's up 💯💯💯👌😜🔥🔥
731226,i can't believe we are friends,you still have bad taste! burrrrnnnn 🔥🔥🔥🔥
732206,👀wtf is wrong with her eyes?!👀 🔥🚨🚨🔥 her eyes are crossing and moving all over the place! 🇺🇸,brain damage? seizure disorder? parkinson's? take your pick!
733982,probably the same dude that pulled up on me at wegmans and told me i wasn't ready for that 🔥,was it a grey colored car? haha
734396,"yo , just listened to your bb heatwave set and it definitely lived up to the name 🔥🔥🔥🔥🔥salute!",thank you my freng
735654,the girl has got the boobs too so i'm not surprised she has a butt🍑🍑,"everything goals, she is🔥🔥🔥"
737550,"game responds to meek's diss with ""pest control""",meek taking l's from everybody😂💀🔥
737940,usc's offensive line got stuck in the elevator and started freestyling 🔥,next time we'll do this
738070,go best friend 😍🔥,love uu❤️❤️❤️sooo much
738850,🔥🔥😲😷😴🛏☠⚰☠🔥🔥 💥breaking💥sick hillary abruptly cancels today's north carolina fundraiser no explanation,too sick and too tired and she's going to be the pres?
740128,when she checks twitter before she's texts you back 👅👅💦💦🔥🔥👌🏻👌🏻,way to go bud 😂👏🏼😘❤️❤️😘
741360,gonna do you one better… but not right this second...,you know i believe youse after what i've seen from yaz 🔥
741578,"gosh damn, game was not fucking around with pest control 🔥🔥🔥",get ur tickets he's gunna b at the catalyst october 2nd
742988,announcing two giveaway winners in about an hour 🔥,eclihpse when it's the next giveaway it's because i really want to win!
743376,really tempted to pull the trigger on getting the new note 7. coral blue.,have a fire extinguisher near by. 🔥
744790,the pop-up on 9/24 at true ethic is gonna be 🔥🔥🔥!,awwwwww!! envious
745030,dc insiders: how much do you care about a ca tourists' suit? cos i have a grey one w/brown shoes and a black tie w/ small white dots and idk,nvm it looks 🔥🔥🔥
745106,the 1 good point ny made is that crocs allow for a little foot breathing room which helps me in the long run👃🏼♨️,crocs are fire 🙄🤔🔥 just have to add a little swag
745434,mumford and sons at the greek tonight 👌🏻,ahhhh i'm jealous 🔥🔥🔥🔥
745856,ki got a free story mode update 👀,im on top of everything ki 🔥🔥
745892,"i don't even know why i'm complaining, i guess i'm just looking forward to this super litty weekend ayy 🔥",what goes on this wknd!
746340,can't wait to drop our monster record with &amp; 🔥🔥🔥,i want this with you guys! hello! i'm also a dj with long hair 😋
747046,"all week no rain...odd for us! humidity down but temps roar! ty for answering,sir! i guess nyc been nuts this week!",it's been chaos yes with weekend events and the un lockdown! it's hard to get to and from work! wishing you cooler temps 🔥💥
747444,soo annoyed at how my house never has a good view of the sunset,my backyard ain't so bad after all.... 🔥🔥
747658,ps4 has multiple exclusives over 90.,"gears in a month, xbox has multiple exclusives over 80 too aaa. xbox over 90 now. 🔥👌🏼"
749376,"that's who i thought too. but, i don't think they can afford to do it.","i'm sure giant player has seen this by now, it's on👊🏿🔥"
749552,hit me for hooks tho. don't believe me. check the cloud if i'm lying. then email/dm me. cuz u know u want ur music moor 💥🔥,only charging 5k for hooks
749664,we pushed a bunch of fresh pixels 🎉 a glorious by and a new homepage by yours truly,dude this is incredible. psyched to be showcased! this is 🔥
749672,the new site is 🔥,ooooh that mobile nav! who are their designers?
750002,"keep on tweeting with us, agents! we'll rt our favorites (plus extra points for puns).",ghost rider is like snapchat's logo on fire 👻🔥
750492,no bullshit that narcos intro track is 🔥🔥🔥,troy ave killed that beat
751610,75 attempts. 0 interceptions. in first two games? nfl record. 🔥🔥🔥,how many touchdowns dumbass
751664,"now you're fired jesse .... 🔥 but the bad kind not then""lit"" 🔥","you're just jealous that jesse and i have an unbreakable bond, similar to that of drumpf and vlady putin."
752806,i know😊 i'll still be waiting for the invitation tho,don't worry bruh i gotchu🔥
753554,mi pueblo had strawberries for 1$ each pack 🔥🔥🔥,thanks for getting me some
753860,a friend that's down 99% of the time. 🔥🔥🔥,that line defines me
754000,"yo, disco naps are essential - who's wit us? 🔥",dude i always have to explain what a disco nap is to people. disco naps are so essential 😴💃🏽
