,Utterance,Response
29462,violate??? please lmk what you wanna say like ion got dirt on you boyyyy😂😂😂,just go your separate ways and call it a day
29548,lmaooo i would like to see these videos if they're half as funny as that one 😂😂,aubrey could be famous 😂😂
29942,☠ fans will continue to watch games &amp; team will prosper in,sure ricky lv is depending on 33% if outsiders to come to games that's never been done 😂😂😂
30112,boy was in a dead sprint the whole way too 😭😭😭😭,blood backed out that 40 times real quick 😂
30484,exactly ! anyone can do that shit when you don't have to worry about ish 😂,people like that in 3 years are gonna be stuck tryna figure out when they ended up staying behind.
30582,you just don't like meek so ofc you on it🙄don't come at my boy,ya mans a bitch 🖕🏾😂
30910,ya'll be getting finessssssed. 💀😭😂,and be swearing they sipping hitech 😂
31052,"omg, y'all killing me! 😂😂😂",i went on a date to watch ghostbusters and some parts made me squeak.
31216,alberto was like ima go this and that and he don't even know when or where is it 😂😂😂,october something in sf bout to be out with my sides
31354,why are they beefing?,lol i actually have no idea. i just know that game protects all these rappers like drake and kanye 😂😂
31362,he likes attention😭,he learned from someone i know 🤔😂
31508,my little brother real talk got suspended today for flipping a water bottle and breaking a light in the ghs locker room😂😂😂😂,if any asshole gives my brother shit for this it's bad for you.
31966,"...good? i'm straight, so i'm not really concerned if you like me or not. you sound a bit scorned there, pal.","that response 😂 ""good?"" nobody asked to fuck with you, he sounds sweet as hell read this 😂😂"
32076,come live on the beach with me one day? 😘,ummm sure i'll live on the beach with you i guess😂
32168,that doesn't say much.. lol😂,that's the joke
32252,"any other ""famous"" people i have met will mean nothing to you 😂😂😂",that's okay chicky it's still bragging rights!! buahaha
32258,you damn near killed the whole thing 😂,yeah! but throughout a span of like 5 days lol i was trying hard to reach the bottom at one point 😅
32270,shhhhhhhh don't you have a new iphone to play with? 😂😂,it comes monday haha 😂
32388,...and the sofa pricetag perseveres 😂,lmaoooo i keep forgetting to cut it off
32456,she only cares for her own race.,not true bonehead. i'm white 😂
32518,"call the nspca, because these swans are sick 😂",hey that's my t-shirt 😭
32548,with a splash of jack🤗,alcoholic. i was thinking regular but that works too 😂
32610,i absolutely hate having to eat by myself,you hate doing anything by yourself. being alone isn't in your nature 😂
32710,haha! the don't know is a raider fan?!😂,"think it's supposed to be a ""train under the same conditions you'll player under"" thing. won't work 🤘🏽"
32896,"i was creepin in an ex cuz he got a tat &amp; i wanted to see what it is, but now i'm scrolling through his pics straight roasting him","moral of the story, you'll get over him eventually 😂"
32900,so yesterday you tell me you know all the analysts at espn. and now you talk to mike white on the phone?? 😂😂😂😂😂,"i have... on gator talk in gainesville, it was only 5 min though"
32904,so yesterday you tell me you know all the analysts at espn. and now you talk to mike white on the phone?? 😂😂😂😂😂,and by the way
32916,so yesterday you tell me you know all the analysts at espn. and now you talk to mike white on the phone?? 😂😂😂😂😂,my man has white winning sec coach of year
33046,"""shinny"" or ""shiny"" yung..?",chill nigga you know the struggles 😂
33074,holy fudge the way she ran up the stairs so fast 😂😂😂,i know duude!!! she's way too excited for it 😁😁😁😁
33084,you should say 'go ahead! have fun!' someone once suggested an oyster shucking contest. in the office. blood+oyster liquor=gtfo,i work with workers' comp data. that sounds like a bad idea. 😂
33182,baby face did this in a video lol can't remember the song thou. 😂,we gotta work on that hand clap!
33482,"""but daddy he said, then he said, but because he said, he's lying"" that's how u sound😂","breakdown city, unreal how far these guys go to defend sony."
33662,exactly smh or they try to push through you even if you're getting off at the same place like wtf chill,my fav is when they look at u like u finna kill em or ur some dirty shit 🙂😂
33970,"same!! man, this album brings back so many memories!!",makes want to watch the christmas episode of martin 😂
33984,oh jeez corey's been smart all season - i hope he didn't do anything not-so-smart at the jrt 🙈 you people have me worried 😂,one good thing it will show corey cares about nicole to america maybe not so much crap
34048,it's only 3 hunnids in the stack lolol,i respect the honesty 😂
34174,he's not. i was pointing out the sdf absolving them of any responsibility.,according to huvi he did nothing wrong. he is a bit of a fanboy tho and views are clouded on subject of sony 😂
34186,when ur man goes out 😂,but she's hit
34198,"i imagine so! haha i'm sure you handled it great, i would just die 😂",it was real hard not to just start spewing facts i know about his life haha
34200,&amp; my manager refused to put a sign outside to let customers know so u know how many angry ppl i had to w so early in the morning 😒😤😩,that's so stupid why didn't she put up a sign??! she wasted everyone's morning ☕️ run 😂
34476,"lmfao asked my mom if he could show her a good time and she said ""you wouldn't know what to do with me"" omgggggg 😩😩😩😩😩","and people wonder why i'm so sassy, i get it from her 😂"
34738,know what to get you 4 your bday! or do u already have?,a lady never tells ......😉😉😂
34954,that's word?,i get paid tomorrow u tryna go 80/80 😂😂😂
35230,"people in new york are the most rude and the most loving, it's confusing",you ain't lying 😂
35680,"my grandma asked my grandpa ""hey honey wanna go see the new walmart""😂",that's what says to me
35854,what does being lowkey have anything to do with that . . . .,head ass 😂😂
35952,my mom got tattooed for the first time in august and she's already been back and added to her sleeve 😂,it's addictive lol
35976,"there's a group on candid called ""church of blaire white"" and it's getting a little wild.",i don't know whether to be relieved or worried. 😂
35978,literally dying... add boiling water 😂,this is too much and i love it
36040,to believe the gospel is to fall in love with a god more father than formula more friend than fascist it is faith in faithfulness himself,tryna make up for setting a fire earlier with a tweet by talking bout jesus. 😂😂😂
36064,i forgot what i was going to tweet,"i read, ""i forgot what i was going to eat"" 😂"
36118,"it's funny bc i have a little more than a 1/2 sleeve myself &amp; she talked shit, and now she is getting a 1/2 sleeve quickly 😂",i'm close to having a half sleeve. i need more
36120,rt &amp; follow to win🍒 -$100 giftcard to uhh🍯 -modern renaissance palette✨ -holy grail palette✨ goodluck💫,so i had it favorited but not rt what's wrong with me fuck 😂
36162,"autocabbage just changed ""gruber"" to ""grindr"" and i'm dying. 😂",approximately correct; the best kind of correct
36186,wait...is another hashtag to call us all deplorables again 😂,". no one said all trump followers are deplorables. just the one who are, say, the 's segment"
36270,sonys fucking up in spades right now. xbox community are in nirvana. nothing to be triggered about 😂,this guy reaching hard lol hahaha triggered
36282,holy shit we mentioned each other at the same time 😂,hahah it's love 😂👊🏽❤️
36292,but... are you really?😂,who knows 💁🏼😂
36322,ridiculous ass,the boy is a straight fool😩😂
